NAME,median_household_income,total_poverty_determined,total_below_poverty,total_education_25plus,bachelors_degree,total_employment_16plus,in_labor_force,unemployed,median_home_value,median_gross_rent,total_occupied_housing,owner_occupied,renter_occupied,total_population,median_age,total_race,white_alone,black_alone,asian_alone,hispanic_or_latino,total_internet_hh,with_internet,state,county,tract,county_name,poverty_rate,unemployment_rate,homeownership_rate,internet_access_rate
Census Tract 1; Fulton County; Georgia,154808,5159,438,4097,1882,4364,2842,60,831500,1707,2458,1545,913,5160,44.8,5160,4439,140,298,90,2458,2443,13,121,000100,Fulton,8.49,2.11,62.86,99.39
Census Tract 504.41; Gwinnett County; Georgia,50899,4864,1031,2929,513,3279,2284,63,246500,1181,1579,605,974,4864,30.8,4864,702,1399,706,2401,1579,1235,13,135,050441,Gwinnett,21.2,2.76,38.32,78.21
Census Tract 504.42; Gwinnett County; Georgia,78450,3140,44,1635,274,2326,1426,53,240300,2030,799,524,275,3140,31.1,3140,712,888,157,1227,799,792,13,135,050442,Gwinnett,1.4,3.72,65.58,99.12
Census Tract 504.43; Gwinnett County; Georgia,82283,3178,108,2153,609,2626,1788,61,255300,1711,954,798,156,3209,36.5,3209,815,773,1014,693,954,927,13,135,050443,Gwinnett,3.4,3.41,83.65,97.17
Census Tract 504.44; Gwinnett County; Georgia,73363,3667,187,2659,406,3090,1945,44,229000,1724,1153,865,288,3699,40.2,3699,1144,368,1215,1538,1153,956,13,135,050444,Gwinnett,5.1,2.26,75.02,82.91
Census Tract 504.45; Gwinnett County; Georgia,39418,3227,318,1837,165,2443,1522,0,250500,1527,1406,228,1178,3227,28.5,3227,516,784,148,2082,1406,1026,13,135,050445,Gwinnett,9.85,0.0,16.22,72.97
Census Tract 504.46; Gwinnett County; Georgia,47961,3625,1015,2353,742,2745,2135,75,213400,1346,1473,429,1044,3625,29.8,3625,385,761,582,1875,1473,806,13,135,050446,Gwinnett,28.0,3.51,29.12,54.72
Census Tract 504.47; Gwinnett County; Georgia,41298,2360,895,1606,237,1904,1146,132,198500,1423,831,304,527,2360,37.4,2360,458,373,229,1348,831,651,13,135,050447,Gwinnett,37.92,11.52,36.58,78.34
Census Tract 504.48; Gwinnett County; Georgia,50565,5006,1627,2670,443,3483,2312,76,228800,1331,1433,373,1060,5006,28.8,5006,640,1322,314,2814,1433,1145,13,135,050448,Gwinnett,32.5,3.29,26.03,79.9
Census Tract 504.49; Gwinnett County; Georgia,51475,3455,762,2321,357,2817,1703,58,249100,1266,1228,503,725,3455,34.3,3455,822,463,935,1439,1228,901,13,135,050449,Gwinnett,22.05,3.41,40.96,73.37
Census Tract 504.50; Gwinnett County; Georgia,74227,2916,126,1950,169,2334,1622,0,271400,1563,903,598,305,2916,33.1,2916,349,613,565,1356,903,845,13,135,050450,Gwinnett,4.32,0.0,66.22,93.58
Census Tract 504.51; Gwinnett County; Georgia,43708,2692,194,1474,172,1885,1559,75,141900,1362,1189,150,1039,2692,28.7,2692,432,597,73,1858,1189,964,13,135,050451,Gwinnett,7.21,4.81,12.62,81.08
Census Tract 504.52; Gwinnett County; Georgia,41662,2403,705,1459,127,1883,1304,37,204800,1593,923,277,646,2403,35.0,2403,535,197,368,1556,923,596,13,135,050452,Gwinnett,29.34,2.84,30.01,64.57
Census Tract 504.53; Gwinnett County; Georgia,40213,2866,1158,1746,345,2160,1232,24,253000,1335,1099,335,764,2881,29.1,2881,543,861,244,1218,1099,954,13,135,050453,Gwinnett,40.4,1.95,30.48,86.81
Census Tract 504.54; Gwinnett County; Georgia,59400,3638,447,2442,335,3044,2080,206,191300,1644,1297,512,785,3638,33.7,3638,1068,707,544,2081,1297,1031,13,135,050454,Gwinnett,12.29,9.9,39.48,79.49
Census Tract 504.55; Gwinnett County; Georgia,44233,2074,492,1013,124,1493,1102,0,190500,1504,705,228,477,2074,24.6,2074,563,149,53,1760,705,566,13,135,050455,Gwinnett,23.72,0.0,32.34,80.28
Census Tract 504.56; Gwinnett County; Georgia,34679,4169,341,2563,361,3415,2527,122,142300,1558,1882,318,1564,4169,29.8,4169,608,1184,716,2055,1882,1666,13,135,050456,Gwinnett,8.18,4.83,16.9,88.52
Census Tract 504.57; Gwinnett County; Georgia,127865,3901,265,2720,637,3052,1850,45,340000,1704,1275,1125,150,3901,48.7,3901,2276,716,708,110,1275,1260,13,135,050457,Gwinnett,6.79,2.43,88.24,98.82
Census Tract 504.58; Gwinnett County; Georgia,93061,3586,556,2300,497,2727,1737,179,284200,1778,1104,929,175,3586,41.5,3586,1951,455,308,894,1104,1061,13,135,050458,Gwinnett,15.5,10.31,84.15,96.11
Census Tract 504.59; Gwinnett County; Georgia,64725,3341,398,2099,210,2666,1820,161,251000,1658,1129,666,463,3345,35.6,3345,1249,570,618,1346,1129,965,13,135,050459,Gwinnett,11.91,8.85,58.99,85.47
Census Tract 504.60; Gwinnett County; Georgia,45208,4065,1974,2132,293,2417,1271,32,218100,1476,914,243,671,4221,27.1,4221,496,357,429,3030,914,616,13,135,050460,Gwinnett,48.56,2.52,26.59,67.4
Census Tract 504.61; Gwinnett County; Georgia,47094,2836,62,1737,484,2086,1469,76,251900,1571,1138,1094,44,3034,38.0,3034,1308,341,447,910,1138,1075,13,135,050461,Gwinnett,2.19,5.17,96.13,94.46
Census Tract 504.62; Gwinnett County; Georgia,137972,3538,73,2346,826,2784,1971,58,349800,1794,1144,1072,72,3548,37.8,3548,1417,715,731,524,1144,1072,13,135,050462,Gwinnett,2.06,2.94,93.71,93.71
Census Tract 504.63; Gwinnett County; Georgia,37883,3465,415,1964,344,2770,2144,43,-666666666,1401,1746,156,1590,3465,28.3,3465,290,1861,0,1373,1746,1446,13,135,050463,Gwinnett,11.98,2.01,8.93,82.82
Census Tract 504.64; Gwinnett County; Georgia,95341,4841,1003,3145,691,3592,2322,40,333200,1639,1324,1042,282,4841,35.3,4841,653,540,2663,1001,1324,1176,13,135,050464,Gwinnett,20.72,1.72,78.7,88.82
Census Tract 504.65; Gwinnett County; Georgia,88712,3816,558,2930,713,3350,1654,84,245400,1927,1406,1280,126,3828,51.5,3828,1794,694,913,460,1406,1193,13,135,050465,Gwinnett,14.62,5.08,91.04,84.85
Census Tract 504.66; Gwinnett County; Georgia,99934,3357,304,2354,769,2870,1828,21,299200,-666666666,1247,1194,53,3357,47.2,3357,1978,595,354,133,1247,1140,13,135,050466,Gwinnett,9.06,1.15,95.75,91.42
Census Tract 505.20; Gwinnett County; Georgia,56921,6895,1319,4157,806,5198,3464,231,286700,1357,2265,595,1670,7037,32.1,7037,3048,1855,146,2138,2265,1980,13,135,050520,Gwinnett,19.13,6.67,26.27,87.42
Census Tract 505.21; Gwinnett County; Georgia,75648,6114,637,3614,494,4878,3397,184,275200,1360,2151,1212,939,6115,33.3,6115,2661,1599,442,1742,2151,1863,13,135,050521,Gwinnett,10.42,5.42,56.35,86.61
Census Tract 505.22; Gwinnett County; Georgia,41433,5211,1124,3494,850,4071,2309,111,400900,1291,2325,1087,1238,5240,37.4,5240,1876,1580,218,1439,2325,2076,13,135,050522,Gwinnett,21.57,4.81,46.75,89.29
Census Tract 505.26; Gwinnett County; Georgia,54121,5228,1502,3424,677,4206,2936,124,220300,1405,2181,902,1279,5228,34.6,5228,1044,1325,644,2504,2181,2025,13,135,050526,Gwinnett,28.73,4.22,41.36,92.85
Census Tract 505.28; Gwinnett County; Georgia,131438,4784,249,3348,1485,3935,2639,62,353300,2722,1526,1381,145,4784,36.7,4784,2755,760,794,249,1526,1458,13,135,050528,Gwinnett,5.2,2.35,90.5,95.54
Census Tract 505.29; Gwinnett County; Georgia,79301,4174,160,2650,644,3202,2422,82,274900,1434,1503,912,591,4174,32.1,4174,1637,743,718,1274,1503,1430,13,135,050529,Gwinnett,3.83,3.39,60.68,95.14
Census Tract 505.30; Gwinnett County; Georgia,115491,5978,223,3565,1206,4638,3169,144,347400,1872,1812,1559,253,5990,38.3,5990,2361,917,1622,711,1812,1796,13,135,050530,Gwinnett,3.73,4.54,86.04,99.12
Census Tract 505.36; Gwinnett County; Georgia,66509,6497,524,3814,368,4480,3213,169,231300,1643,1811,1058,753,6536,32.6,6536,1433,2491,840,1884,1811,1633,13,135,050536,Gwinnett,8.07,5.26,58.42,90.17
Census Tract 505.37; Gwinnett County; Georgia,52866,4323,997,2601,430,3306,2606,22,228600,1466,1804,187,1617,4323,30.6,4323,1085,1650,131,1908,1804,1497,13,135,050537,Gwinnett,23.06,0.84,10.37,82.98
Census Tract 505.39; Gwinnett County; Georgia,60635,6306,1234,3897,523,4549,3267,87,227200,1686,2020,947,1073,6332,32.4,6332,1567,1894,610,3503,2020,1920,13,135,050539,Gwinnett,19.57,2.66,46.88,95.05
Census Tract 505.41; Gwinnett County; Georgia,56610,5242,766,3258,420,3980,3268,105,384800,1409,2350,79,2271,5242,28.9,5242,1713,2573,163,1803,2350,2111,13,135,050541,Gwinnett,14.61,3.21,3.36,89.83
Census Tract 505.42; Gwinnett County; Georgia,42545,5634,1320,3906,542,4401,2871,86,226500,1509,2642,348,2294,5634,31.6,5634,869,2441,660,1721,2642,2359,13,135,050542,Gwinnett,23.43,3.0,13.17,89.29
Census Tract 505.49; Gwinnett County; Georgia,98005,6122,818,3981,844,5071,3443,150,311800,1722,2164,1749,415,6122,34.1,6122,2989,1133,912,1573,2164,1851,13,135,050549,Gwinnett,13.36,4.36,80.82,85.54
Census Tract 505.50; Gwinnett County; Georgia,74469,4190,261,2510,282,3120,2307,112,208400,1619,1323,799,524,4190,35.4,4190,2036,846,57,1352,1323,1240,13,135,050550,Gwinnett,6.23,4.85,60.39,93.73
Census Tract 505.51; Gwinnett County; Georgia,99479,3797,782,2373,625,3006,2140,154,281000,2182,1094,925,169,3821,34.5,3821,801,1536,618,966,1094,1012,13,135,050551,Gwinnett,20.6,7.2,84.55,92.5
Census Tract 505.52; Gwinnett County; Georgia,117941,4008,153,2533,797,3125,2061,86,305200,1781,1288,1176,112,4010,42.3,4010,1682,1191,546,625,1288,1231,13,135,050552,Gwinnett,3.82,4.17,91.3,95.57
Census Tract 505.53; Gwinnett County; Georgia,113385,4731,110,2933,522,3519,2826,136,289400,-666666666,1264,1240,24,4784,41.0,4784,1727,479,807,1974,1264,1254,13,135,050553,Gwinnett,2.33,4.81,98.1,99.21
Census Tract 505.54; Gwinnett County; Georgia,49813,4317,708,2351,264,3290,2110,13,261600,1539,1175,655,520,4317,27.9,4317,1764,836,797,2287,1175,1066,13,135,050554,Gwinnett,16.4,0.62,55.74,90.72
Census Tract 505.55; Gwinnett County; Georgia,80446,4771,184,3333,504,3923,2260,34,321100,1794,1287,1048,239,4771,38.7,4771,1014,566,1846,1969,1287,1206,13,135,050555,Gwinnett,3.86,1.5,81.43,93.71
Census Tract 505.56; Gwinnett County; Georgia,96434,8934,94,4960,786,5692,3731,85,204100,1619,2113,1036,1077,8934,28.4,8934,4647,2617,395,1684,2113,2057,13,135,050556,Gwinnett,1.05,2.28,49.03,97.35
Census Tract 505.57; Gwinnett County; Georgia,82952,3211,382,2146,405,2390,1426,62,236300,1662,834,635,199,3211,36.4,3211,848,729,461,1666,834,721,13,135,050557,Gwinnett,11.9,4.35,76.14,86.45
Census Tract 505.58; Gwinnett County; Georgia,84224,2418,132,1516,185,1963,1441,20,230300,1981,822,550,272,2418,35.2,2418,661,749,119,1115,822,701,13,135,050558,Gwinnett,5.46,1.39,66.91,85.28
Census Tract 505.59; Gwinnett County; Georgia,76298,5066,695,3041,446,3756,2459,21,269100,1832,1483,1215,268,5066,34.3,5066,1122,1923,1270,1051,1483,1356,13,135,050559,Gwinnett,13.72,0.85,81.93,91.44
Census Tract 505.60; Gwinnett County; Georgia,94879,3557,187,2649,971,2994,1890,188,552200,1798,1217,837,380,3557,46.5,3557,885,1011,1502,126,1217,1161,13,135,050560,Gwinnett,5.26,9.95,68.78,95.4
Census Tract 505.61; Gwinnett County; Georgia,48327,4087,702,2221,742,3058,2048,183,325800,1630,1297,561,736,4087,28.9,4087,1171,1434,736,1387,1297,1141,13,135,050561,Gwinnett,17.18,8.94,43.25,87.97
Census Tract 505.62; Gwinnett County; Georgia,80615,4199,1017,2724,823,3491,2462,183,238600,1589,1520,660,860,4243,31.7,4243,1324,1318,618,1478,1520,1266,13,135,050562,Gwinnett,24.22,7.43,43.42,83.29
Census Tract 505.63; Gwinnett County; Georgia,108456,3220,399,1876,542,2515,1686,97,328600,1798,953,769,184,3475,33.5,3475,1998,693,71,809,953,937,13,135,050563,Gwinnett,12.39,5.75,80.69,98.32
Census Tract 505.64; Gwinnett County; Georgia,35186,3925,1206,2253,375,3294,1932,242,163200,1409,1579,114,1465,3925,27.5,3925,770,2284,239,832,1579,1533,13,135,050564,Gwinnett,30.73,12.53,7.22,97.09
Census Tract 505.65; Gwinnett County; Georgia,107673,4424,318,2799,666,3508,2474,101,275000,1765,1387,1138,249,4507,35.9,4507,2185,624,1123,672,1387,1339,13,135,050565,Gwinnett,7.19,4.08,82.05,96.54
Census Tract 505.66; Gwinnett County; Georgia,100319,3672,311,2603,830,3068,2253,101,295900,-666666666,1223,1189,34,3675,40.8,3675,2009,645,287,1198,1223,1170,13,135,050566,Gwinnett,8.47,4.48,97.22,95.67
Census Tract 505.67; Gwinnett County; Georgia,60458,4279,343,2688,530,3223,2478,112,245600,1772,1497,1038,459,4279,36.4,4279,1050,1989,494,1119,1497,1436,13,135,050567,Gwinnett,8.02,4.52,69.34,95.93
Census Tract 505.68; Gwinnett County; Georgia,80536,4451,148,2881,725,3456,2533,91,274400,2041,1606,1274,332,4451,36.0,4451,1510,1408,464,1366,1606,1499,13,135,050568,Gwinnett,3.33,3.59,79.33,93.34
Census Tract 505.69; Gwinnett County; Georgia,70498,5237,556,2922,709,3589,2184,34,228200,1266,1617,1082,535,5237,31.2,5237,1744,2697,245,1205,1617,1556,13,135,050569,Gwinnett,10.62,1.56,66.91,96.23
Census Tract 505.70; Gwinnett County; Georgia,118256,4428,378,2754,711,3567,2793,74,274000,1908,1060,824,236,4432,33.0,4432,1539,676,704,1925,1060,1060,13,135,050570,Gwinnett,8.54,2.65,77.74,100.0
Census Tract 505.71; Gwinnett County; Georgia,75465,7875,1272,4568,685,5779,3753,132,263700,2090,2454,2066,388,7875,28.5,7875,4087,1898,144,2478,2454,2303,13,135,050571,Gwinnett,16.15,3.52,84.19,93.85
Census Tract 505.72; Gwinnett County; Georgia,104091,3678,670,2432,835,3225,2378,69,283300,1900,1052,930,122,3680,39.9,3680,1902,293,647,963,1052,1005,13,135,050572,Gwinnett,18.22,2.9,88.4,95.53
Census Tract 505.73; Gwinnett County; Georgia,139565,3216,113,2050,580,2452,1514,50,339800,1842,874,819,55,3218,37.9,3218,1399,919,755,122,874,865,13,135,050573,Gwinnett,3.51,3.3,93.71,98.97
Census Tract 505.74; Gwinnett County; Georgia,47977,5166,1007,3167,1103,4095,2717,48,290700,1399,2005,287,1718,5166,31.0,5166,1722,2079,1029,840,2005,1843,13,135,050574,Gwinnett,19.49,1.77,14.31,91.92
Census Tract 505.75; Gwinnett County; Georgia,98375,2605,45,1560,566,1921,1308,13,278700,1752,809,551,258,2605,37.0,2605,1040,805,262,695,809,724,13,135,050575,Gwinnett,1.73,0.99,68.11,89.49
Census Tract 505.76; Gwinnett County; Georgia,72839,2040,145,1254,114,1623,1167,91,150000,1388,773,280,493,2161,36.7,2161,750,707,158,725,773,710,13,135,050576,Gwinnett,7.11,7.8,36.22,91.85
Census Tract 505.77; Gwinnett County; Georgia,57015,4613,170,2842,728,3627,2737,23,216000,1598,1507,795,712,4614,32.3,4614,1477,1360,676,2119,1507,1290,13,135,050577,Gwinnett,3.69,0.84,52.75,85.6
Census Tract 505.78; Gwinnett County; Georgia,90846,4225,194,2930,1135,3266,2281,27,297400,1930,1323,1089,234,4225,33.8,4225,1690,1171,810,582,1323,1269,13,135,050578,Gwinnett,4.59,1.18,82.31,95.92
Census Tract 505.79; Gwinnett County; Georgia,94300,4230,245,2665,737,3091,2358,51,322600,1609,1310,972,338,4230,35.1,4230,2214,857,447,678,1310,1280,13,135,050579,Gwinnett,5.79,2.16,74.2,97.71
Census Tract 505.80; Gwinnett County; Georgia,87000,3854,503,2742,702,3222,2093,0,335100,1955,1280,1086,194,3854,39.7,3854,792,2195,678,226,1280,1163,13,135,050580,Gwinnett,13.05,0.0,84.84,90.86
Census Tract 505.81; Gwinnett County; Georgia,90594,4072,274,2527,247,3166,2476,175,243900,2134,1205,845,360,4072,37.2,4072,1033,1620,568,686,1205,985,13,135,050581,Gwinnett,6.73,7.07,70.12,81.74
Census Tract 505.82; Gwinnett County; Georgia,104152,2269,172,1469,333,1918,1219,53,305100,-666666666,707,617,90,2291,41.7,2291,1005,578,180,603,707,707,13,135,050582,Gwinnett,7.58,4.35,87.27,100.0
Census Tract 505.83; Gwinnett County; Georgia,75735,2826,111,3269,507,4007,1510,59,296700,1778,838,652,186,4808,31.7,4808,1779,2059,165,841,838,802,13,135,050583,Gwinnett,3.93,3.91,77.8,95.7
Census Tract 505.84; Gwinnett County; Georgia,130068,4141,194,2845,807,3396,1805,18,337800,-666666666,1464,1422,42,4141,47.1,4141,2965,220,352,709,1464,1384,13,135,050584,Gwinnett,4.68,1.0,97.13,94.54
Census Tract 505.85; Gwinnett County; Georgia,79020,3056,136,2403,554,2777,2032,88,290400,1590,1206,917,289,3056,38.0,3056,418,824,384,1176,1206,985,13,135,050585,Gwinnett,4.45,4.33,76.04,81.67
Census Tract 505.86; Gwinnett County; Georgia,86917,5908,945,3600,1033,4735,3322,528,303600,2233,1802,1573,229,5974,40.0,5974,2199,2865,425,883,1802,1699,13,135,050586,Gwinnett,16.0,15.89,87.29,94.28
Census Tract 505.87; Gwinnett County; Georgia,92392,4140,708,2384,456,2899,2192,139,327300,2041,1205,943,262,4142,29.9,4142,1033,2182,139,982,1205,1026,13,135,050587,Gwinnett,17.1,6.34,78.26,85.15
Census Tract 505.88; Gwinnett County; Georgia,104000,6295,215,3740,1015,4561,3802,139,334200,3131,1872,1464,408,6295,31.7,6295,1878,4096,128,458,1872,1805,13,135,050588,Gwinnett,3.42,3.66,78.21,96.42
Census Tract 505.89; Gwinnett County; Georgia,69075,5577,1131,3553,732,4283,2974,186,316700,1467,1701,1376,325,5658,36.3,5658,692,1625,2387,710,1701,1513,13,135,050589,Gwinnett,20.28,6.25,80.89,88.95
Census Tract 505.90; Gwinnett County; Georgia,108750,4939,512,3125,352,3992,2978,34,287700,1443,1358,1195,163,4939,33.9,4939,1282,1803,450,1342,1358,1358,13,135,050590,Gwinnett,10.37,1.14,88.0,100.0
Census Tract 505.91; Gwinnett County; Georgia,139632,4161,320,2258,757,2680,1970,89,422200,-666666666,1133,1070,63,4161,37.5,4161,1510,1323,1201,0,1133,1133,13,135,050591,Gwinnett,7.69,4.52,94.44,100.0
Census Tract 506.11; Gwinnett County; Georgia,100669,3700,186,2509,836,2993,2505,0,315300,1756,1491,1145,346,3700,36.0,3700,1888,861,218,693,1491,1440,13,135,050611,Gwinnett,5.03,0.0,76.79,96.58
Census Tract 506.12; Gwinnett County; Georgia,96724,4330,96,2960,948,3417,2418,63,287000,2078,1552,1373,179,4330,35.9,4330,2145,1194,555,467,1552,1526,13,135,050612,Gwinnett,2.22,2.61,88.47,98.32
Census Tract 506.13; Gwinnett County; Georgia,74712,5042,194,3236,783,3804,1919,192,319500,2048,1302,1199,103,5044,40.3,5044,2232,818,414,1748,1302,1284,13,135,050613,Gwinnett,3.85,10.01,92.09,98.62
Census Tract 506.14; Gwinnett County; Georgia,93516,4064,135,2916,443,3739,2415,94,281400,1882,1353,884,469,4064,41.6,4064,2036,914,152,1267,1353,1353,13,135,050614,Gwinnett,3.32,3.89,65.34,100.0
Census Tract 506.15; Gwinnett County; Georgia,74340,2083,0,1396,442,1591,1195,14,298400,2065,637,541,96,2083,34.5,2083,1378,252,7,536,637,630,13,135,050615,Gwinnett,0.0,1.17,84.93,98.9
Census Tract 506.16; Gwinnett County; Georgia,152180,3692,118,2182,705,2872,1926,36,385600,1803,1137,1010,127,3846,35.6,3846,2747,354,241,590,1137,1101,13,135,050616,Gwinnett,3.2,1.87,88.83,96.83
Census Tract 506.17; Gwinnett County; Georgia,140372,10589,767,6538,2098,7868,5633,125,452600,1910,3108,2756,352,10589,37.0,10589,6948,2260,379,1343,3108,3081,13,135,050617,Gwinnett,7.24,2.22,88.67,99.13
Census Tract 506.18; Gwinnett County; Georgia,125010,4346,133,2818,804,3465,2362,264,450900,-666666666,1239,1173,66,4346,40.2,4346,2431,427,604,822,1239,1239,13,135,050618,Gwinnett,3.06,11.18,94.67,100.0
Census Tract 506.19; Gwinnett County; Georgia,103587,6665,539,4284,1382,5166,3283,240,357300,2333,2018,1797,221,6665,37.7,6665,4020,1729,463,646,2018,1877,13,135,050619,Gwinnett,8.09,7.31,89.05,93.01
Census Tract 506.20; Gwinnett County; Georgia,117614,3380,25,2515,743,2910,2145,83,361400,-666666666,1403,1343,60,3380,51.6,3380,2432,404,104,269,1403,1267,13,135,050620,Gwinnett,0.74,3.87,95.72,90.31
Census Tract 506.21; Gwinnett County; Georgia,142308,4113,303,2608,965,3111,1900,78,428900,2570,1244,1127,117,4113,39.7,4113,3170,233,232,120,1244,1235,13,135,050621,Gwinnett,7.37,4.11,90.59,99.28
Census Tract 506.22; Gwinnett County; Georgia,64567,2723,552,1658,274,2066,1297,39,266500,1213,1002,707,295,2723,36.7,2723,1683,9,0,1159,1002,967,13,135,050622,Gwinnett,20.27,3.01,70.56,96.51
Census Tract 506.23; Gwinnett County; Georgia,110675,5940,176,3797,741,4425,3126,91,343400,-666666666,1933,1555,378,5940,35.8,5940,2766,2290,702,238,1933,1902,13,135,050623,Gwinnett,2.96,2.91,80.44,98.4
Census Tract 506.24; Gwinnett County; Georgia,120357,3506,179,2184,780,2625,2074,19,296100,2517,1068,756,312,3506,33.6,3506,1217,1650,63,575,1068,1017,13,135,050624,Gwinnett,5.11,0.92,70.79,95.22
Census Tract 506.25; Gwinnett County; Georgia,92317,2861,0,2075,409,2190,1510,0,374300,-666666666,1202,1113,89,2861,42.6,2861,1621,785,455,0,1202,1202,13,135,050625,Gwinnett,0.0,0.0,92.6,100.0
Census Tract 506.26; Gwinnett County; Georgia,107885,4643,3,2915,495,3516,2117,84,388200,-666666666,1460,1383,77,4643,44.3,4643,2891,1034,343,220,1460,1388,13,135,050626,Gwinnett,0.06,3.97,94.73,95.07
Census Tract 506.27; Gwinnett County; Georgia,91261,5416,698,3465,834,4152,2872,226,291200,1779,1652,1396,256,5647,35.2,5647,1664,2509,278,753,1652,1641,13,135,050627,Gwinnett,12.89,7.87,84.5,99.33
Census Tract 506.28; Gwinnett County; Georgia,140859,6537,572,3726,951,4884,3543,448,342200,2243,1800,1350,450,6592,30.5,6592,2708,2263,45,1174,1800,1590,13,135,050628,Gwinnett,8.75,12.64,75.0,88.33
Census Tract 506.29; Gwinnett County; Georgia,141151,1945,12,1355,474,1535,1272,87,306300,2727,630,559,71,1950,40.0,1950,1154,496,6,130,630,630,13,135,050629,Gwinnett,0.62,6.84,88.73,100.0
Census Tract 506.30; Gwinnett County; Georgia,130179,3756,56,2295,550,2514,1789,149,362200,2250,1069,950,119,3772,36.5,3772,2695,784,228,65,1069,1034,13,135,050630,Gwinnett,1.49,8.33,88.87,96.73
Census Tract 506.31; Gwinnett County; Georgia,111543,8863,1728,5333,1146,6267,4138,0,367700,1835,2491,2164,327,8863,34.2,8863,4547,1051,958,2285,2491,2366,13,135,050631,Gwinnett,19.5,0.0,86.87,94.98
Census Tract 506.32; Gwinnett County; Georgia,102656,3545,312,2459,649,2694,1675,15,302600,-666666666,1238,1175,63,3545,49.5,3545,1788,1117,225,329,1238,1224,13,135,050632,Gwinnett,8.8,0.9,94.91,98.87
Census Tract 506.33; Gwinnett County; Georgia,68611,2504,142,1816,323,2345,1529,84,295200,1756,1064,350,714,2504,47.0,2504,823,482,455,977,1064,921,13,135,050633,Gwinnett,5.67,5.49,32.89,86.56
Census Tract 506.34; Gwinnett County; Georgia,72759,6518,414,4453,1394,5058,3799,154,459200,1688,1964,1541,423,6518,33.8,6518,1998,1336,2634,656,1964,1823,13,135,050634,Gwinnett,6.35,4.05,78.46,92.82
Census Tract 506.35; Gwinnett County; Georgia,150194,4137,33,3012,952,3180,2403,46,357100,-666666666,1385,1363,22,4147,47.3,4147,1818,921,310,912,1385,1384,13,135,050635,Gwinnett,0.8,1.91,98.41,99.93
Census Tract 506.36; Gwinnett County; Georgia,102604,3188,203,3084,388,3586,1818,8,274500,2080,968,746,222,4395,42.0,4395,1911,1471,736,229,968,897,13,135,050636,Gwinnett,6.37,0.44,77.07,92.67
Census Tract 507.15; Gwinnett County; Georgia,86689,6640,1060,4335,1117,5396,3394,60,280400,1948,1940,1708,232,6678,35.8,6678,3188,1177,1425,637,1940,1838,13,135,050715,Gwinnett,15.96,1.77,88.04,94.74
Census Tract 507.19; Gwinnett County; Georgia,62989,5903,639,3934,661,4668,3229,237,219200,1343,2148,1231,917,5934,35.5,5934,1981,3013,186,966,2148,1950,13,135,050719,Gwinnett,10.83,7.34,57.31,90.78
